;id;name;source_id;node_id;lat;long;country_code;comment;param;uncertainty;method;tags
810;INET_PL_13691;Westerschelde Oost_Wijngaarden1;['INET_PL_1369'];['INET_N_841', 'INET_N_844'];[51.607, 51.71];[4.577, 4.577];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 51.658500000000004, 'length_km': 11.456672822649221, 'long_mean': 4.577, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.05150000000000077, 'length_km': 0.5, 'long_mean': 0.0, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
811;INET_PL_13692;Westerschelde Oost_Wijngaarden2;['INET_PL_1369'];['INET_N_844', 'INET_N_852'];[51.71, 51.850787];[4.577, 4.739927];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 51.7803935, 'length_km': 19.259608834875685, 'long_mean': 4.6584635, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.070393499999998, 'length_km': 0.5, 'long_mean': 0.0814634999999999, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
812;INET_PL_1373;Wijngaarden_Gate Rotterdam;['INET_PL_1373'];['INET_N_852', 'INET_N_857'];[51.850787, 51.973837];[4.739927, 4.064029];['NL', 'NL'];None;{'diameter_mm': 1194.5589848450609, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 51.912312, 'length_km': 48.35336229119538, 'long_mean': 4.401978, 'max_cap_M_m3_per_d': 109.0962109120587, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 214.85990939285867, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.06152500000000316, 'length_km': 0.5, 'long_mean': 0.33794900000000005, 'max_cap_M_m3_per_d': 12.487640481414045, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Lasso', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
813;INET_PL_13750;Wijngaarden_Beverwijk_10;['INET_PL_1375'];['INET_N_867', 'INET_N_866'];[52.487665, 52.449];[4.700005, 4.643];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 52.4683325, 'length_km': 5.780716943726744, 'long_mean': 4.6715025, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.019332500000000863, 'length_km': 0.5, 'long_mean': 0.028502500000000097, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
814;INET_PL_13751;Wijngaarden_Beverwijk_11;['INET_PL_1375'];['INET_N_866', 'INET_N_865'];[52.449, 52.3];[4.643, 4.711];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 52.3745, 'length_km': 17.20448800691053, 'long_mean': 4.677, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.07450000000000045, 'length_km': 0.5, 'long_mean': 0.03400000000000025, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
815;INET_PL_13752;Wijngaarden_Beverwijk_12;['INET_PL_1375'];['INET_N_865', 'INET_N_863'];[52.3, 52.127];[4.711, 4.59];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 52.213499999999996, 'length_km': 20.9353334577913, 'long_mean': 4.6505, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.08649999999999736, 'length_km': 0.5, 'long_mean': 0.06050000000000021, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
816;INET_PL_13753;Wijngaarden_Beverwijk_13;['INET_PL_1375'];['INET_N_863', 'INET_N_859'];[52.127, 51.978];[4.59, 4.554];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 52.0525, 'length_km': 16.755171555824592, 'long_mean': 4.572, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.07450000000000045, 'length_km': 0.5, 'long_mean': 0.017999999999999794, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
817;INET_PL_13754;Wijngaarden_Beverwijk_14;['INET_PL_1375'];['INET_N_859', 'INET_N_852'];[51.978, 51.850787];[4.554, 4.739927];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 51.9143935, 'length_km': 19.051234170104795, 'long_mean': 4.6469635, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.06360650000000234, 'length_km': 0.5, 'long_mean': 0.09296349999999975, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
818;INET_PL_13810;Wijngaarden_Beverwijk_20;['INET_PL_1381'];['INET_N_867', 'INET_N_866'];[52.487665, 52.449];[4.700005, 4.643];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 52.4683325, 'length_km': 5.780716943726744, 'long_mean': 4.6715025, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.019332500000000863, 'length_km': 0.5, 'long_mean': 0.028502500000000097, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
819;INET_PL_13811;Wijngaarden_Beverwijk_21;['INET_PL_1381'];['INET_N_866', 'INET_N_865'];[52.449, 52.3];[4.643, 4.711];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 52.3745, 'length_km': 17.20448800691053, 'long_mean': 4.677, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.07450000000000045, 'length_km': 0.5, 'long_mean': 0.03400000000000025, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
820;INET_PL_13812;Wijngaarden_Beverwijk_22;['INET_PL_1381'];['INET_N_865', 'INET_N_863'];[52.3, 52.127];[4.711, 4.59];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 52.213499999999996, 'length_km': 20.9353334577913, 'long_mean': 4.6505, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.08649999999999736, 'length_km': 0.5, 'long_mean': 0.06050000000000021, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
821;INET_PL_13813;Wijngaarden_Beverwijk_23;['INET_PL_1381'];['INET_N_863', 'INET_N_859'];[52.127, 51.978];[4.59, 4.554];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 52.0525, 'length_km': 16.755171555824592, 'long_mean': 4.572, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.07450000000000045, 'length_km': 0.5, 'long_mean': 0.017999999999999794, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
822;INET_PL_13814;Wijngaarden_Beverwijk_24;['INET_PL_1381'];['INET_N_859', 'INET_N_852'];[51.978, 51.850787];[4.554, 4.739927];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 51.9143935, 'length_km': 19.051234170104795, 'long_mean': 4.6469635, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.06360650000000234, 'length_km': 0.5, 'long_mean': 0.09296349999999975, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
823;INET_PL_13870;Wijngaarden_Ewijk0;['INET_PL_1387'];['INET_N_852', 'INET_N_853'];[51.850787, 51.86];[4.739927, 5.29];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 51.8553935, 'length_km': 37.80432385679771, 'long_mean': 5.0149635, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.00460650000000129, 'length_km': 0.5, 'long_mean': 0.27503650000000013, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
824;INET_PL_13871;Wijngaarden_Ewijk1;['INET_PL_1387'];['INET_N_853', 'INET_N_851'];[51.86, 51.845368];[5.29, 5.722341];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 51.852683999999996, 'length_km': 29.748523000899468, 'long_mean': 5.5061705, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.007315999999999434, 'length_km': 0.5, 'long_mean': 0.21617050000000002, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
825;INET_PL_1390;Ravenstein_Ewijk_1;['INET_PL_1390'];['INET_N_847', 'INET_N_851'];[51.78178, 51.845368];[5.661435, 5.722341];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 51.813574, 'length_km': 8.219888026428931, 'long_mean': 5.6918880000000005, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.03179400000000143, 'length_km': 0.5, 'long_mean': 0.03045300000000006, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
826;INET_PL_1392;Ravenstein_Ewijk_2;['INET_PL_1392'];['INET_N_847', 'INET_N_851'];[51.78178, 51.845368];[5.661435, 5.722341];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 51.813574, 'length_km': 8.219888026428931, 'long_mean': 5.6918880000000005, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.03179400000000143, 'length_km': 0.5, 'long_mean': 0.03045300000000006, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
827;INET_PL_1394;Ravenstein_Ewijk_3;['INET_PL_1394'];['INET_N_847', 'INET_N_851'];[51.78178, 51.845368];[5.661435, 5.722341];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 51.813574, 'length_km': 8.219888026428931, 'long_mean': 5.6918880000000005, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.03179400000000143, 'length_km': 0.5, 'long_mean': 0.03045300000000006, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
828;INET_PL_1396;Ravenstein_Ewijk_4;['INET_PL_1396'];['INET_N_847', 'INET_N_851'];[51.78178, 51.845368];[5.661435, 5.722341];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 51.813574, 'length_km': 8.219888026428931, 'long_mean': 5.6918880000000005, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.03179400000000143, 'length_km': 0.5, 'long_mean': 0.03045300000000006, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
829;INET_PL_13980;Ewijk_Ommen_10;['INET_PL_1398'];['INET_N_851', 'INET_N_855'];[51.845368, 51.9];[5.722341, 5.78];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 51.872684, 'length_km': 7.252974040196485, 'long_mean': 5.751170500000001, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.027315999999999008, 'length_km': 0.5, 'long_mean': 0.02882950000000006, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
830;INET_PL_13981;Ewijk_Ommen_11;['INET_PL_1398'];['INET_N_855', 'INET_N_854'];[51.9, 51.899];[5.78, 5.918];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 51.8995, 'length_km': 9.47208314936208, 'long_mean': 5.849, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.0004999999999988347, 'length_km': 0.5, 'long_mean': 0.06899999999999995, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
831;INET_PL_13982;Ewijk_Ommen_12;['INET_PL_1398'];['INET_N_854', 'INET_N_856'];[51.899, 51.9605323];[5.918, 6.0759819];['NL', 'NL'];None;{'diameter_mm': 983.095425910074, 'is_H_gas': 1.0, 'is_bothDirection': 0, 'lat_mean': 51.92976615, 'length_km': 12.816106012506927, 'long_mean': 5.996990950000001, 'max_cap_M_m3_per_d': 43.14314551724135, 'max_pressure_bar': 75.0, 'num_compressor': 0, 'end_year': 2050, 'start_year': 1983};{'diameter_mm': 125.88878110520488, 'is_H_gas': 0, 'is_bothDirection': 1, 'lat_mean': 0.030766149999998046, 'length_km': 0.5, 'long_mean': 0.0789909500000001, 'max_cap_M_m3_per_d': 29.96852172229487, 'max_pressure_bar': 11.628113879003559, 'num_compressor': 3, 'end_year': 20, 'start_year': 20};{'diameter_mm': 'Lasso', 'is_H_gas': 'raw', 'is_bothDirection': 'make_Attrib(const)', 'lat_mean': 'make_Attrib(latlong_mean)', 'length_km': 'replace_length(PipeSegments)', 'long_mean': 'make_Attrib(latlong_mean)', 'max_cap_M_m3_per_d': 'Median', 'max_pressure_bar': 'Median', 'num_compressor': 'make_Attrib(const)', 'end_year': 'make_Attrib(const)', 'start_year': 'make_Attrib(const)'};{}
